attempt_id,idea_id,module_id,attempt_no,rescue_of,failure_mode,rescue_strategy,code_commit,config_ref,change,seed,status,U,S,H,ZS,best_epoch,decision,output_uri
V6-TRY-001,IDEA-197,RoleTriPool,0,V5-TRY-010,eaac_rejected_window_mean_dilutes_role_evidence,direct_mean_max_min_role_evidence_and_tristate_action_supervision,5d1b316adbd482a4be7c2a4938f92c611e6348ae,config/tries/v6_try_001_role_tripool_gate0_train.json@sha256:80e564bc9f6636a377d9c4955ec27454cce17b96148c468877d7d164738ecea4,role_tripool_signed_window_utility_gate0,7,completed,,,,,,drop_gate0_full_minus0p138429_trigger22_single_action_net_minus3,/data/lby/projects/cv_project/GZSL_Warehouse/tries/v6/role_tripool/V6-TRY-001-GATE0-EVAL
V6-TRY-002,IDEA-198,SEAV,0,V6-TRY-001,role_tripool_action_collapse_and_eaac_fixed_verifier_damage,retain_explicit_abstention_policy_add_seen_trained_crop_safety_verifier,,research/ideas/IDEA-198_safe_explicit_action_verification.md@reviewed-draft-sha256:d28dd37bb868e3d658e841c16cb4229218cb47df894a57034be459b4ef1e3237,seav_preimplementation_nocrop_falsification,7,completed_precheck,,,,,,drop_full68p014519_nocrop68p548231_full_minus_nocrop_minus0p533712,/data/lby/projects/cv_project/GZSL_Warehouse/tries/v6/seav/V6-TRY-002-PRECHECK
V6-TRY-003,IDEA-199,SVRA,0,V6-TRY-002,seav_crop_evidence_unnecessary_and_parent_only_without_trigger_collapses,zero_crop_semantic_visual_trigger_conditioned_4d_parent_risk_arbitration,8c50f02fc1f7dded7971b39cdac0b5d6b31c3c3a,config/tries/v6_try_003_svra_gate0_train.json@sha256:182d61455467f0f88594b7b56a21a916deb1aaa17c0213309a9fcfc4a389b581,svra_sequential_zero_crop_gate0,7,completed,,,,,,keep_gate0_full68p335831_parent_gap1p642908_sgap1p764108_vgap1p484473_igap1p642908_zero_crop,/data/lby/projects/cv_project/GZSL_Warehouse/tries/v6/svra/V6-TRY-003-GATE0-EVAL
V6-TRY-004,IDEA-200,J-SVRA,0,V6-TRY-003,sequential_svra_fixed_official_h62p723317_below_parent63p192631,full200_axis_end_to_end_opportunity_risk_conjunction,75cbd754881ed5115b18091a499511faffb605d6,config/tries/v6_try_004_joint_svra_precheck.json@sha256:86707ec2a801c9a1ea27e86bb6c2144e5d29ed6261e0742e431735fd33390e60,joint_svra_official_fixed1000_precheck,7,completed,,,,,,drop_official_fullH56p250432_parentH62p441058_net_minus332_overtrigger,/data/lby/projects/cv_project/GZSL_Warehouse/tries/v6/joint_svra/V6-TRY-004-PRECHECK-EVAL
V6-TRY-005,IDEA-202,DESC,0,V6-TRY-004,joint_probability_product_overtriggers_leader_rows,direct_evidence_conditioned_keep_swap_competition,4e4fa9a229a409413622c4286b3ef8cca523cb42,config/tries/v6_try_005_desc_precheck.json@sha256:461a0167e8dc871749974195f890736e769c4c53ab16dae12a367f231cd9bee5,desc_official_fixed1000_precheck,7,completed,,,,,,drop_official_fullH43p855002_parentH62p441058_net_minus840,/data/lby/projects/cv_project/GZSL_Warehouse/tries/v6/desc/V6-TRY-005-PRECHECK-EVAL
V6-TRY-006,IDEA-203,CRC,0,V6-TRY-005,local_patch_evidence_official_auc_near_random,compile_pairwise_relation_graph_into_graph_free_classifier,b19474702ad54de20b49b0a175a78d6497c9be33,config/tries/v6_try_006_crc_gateb.json,crc_official_fixed1000_gateb,7,closed_before_run,,,,,,closed_owner_requires_full_end_to_end_training,/data/lby/projects/cv_project/GZSL_Warehouse/tries/v6/crc/V6-TRY-006-GATEB
V6-TRY-007,IDEA-204,E2E-CRC,0,V6-TRY-006,crc_frozen_parent_not_end_to_end,unfreeze_v5_and_train_final_relation_logits,55bdee3fe3cafccd2982dd86407207783bb9ec15,config/tries/v6_try_007_e2e_crc.yaml,e2e_crc_draft_without_role_patch_attention_and_with_online_pclr_graph,7,closed_before_run,,,,,,closed_before_review_owner_requires_training_attention_and_no_pclr_online,/data/lby/projects/cv_project/GZSL_Warehouse/tries/v6/e2e-crc/V6-TRY-007-E2E-CRC
V6-TRY-008,IDEA-205,RGRA,0,V6-TRY-007,online_graph_and_no_training_patch_attention,one_stage_role_patch_attention_plus_graph_free_conditional_relation_field,b69c4f3548c9188849f33dc58f85f01c4f5ef291,config/tries/v6_try_008_rgra.yaml@sha256:95b0bc5791e0e7ccabbf1014f09d086cf1a81260e24c5291b0f3def98ff15c6f,one-stage joint RSC+RVA+RFM with role-conditioned coarse-patch attention and graph-free conditional relation field,7,engineering_failed,75.371444,80.628538,77.911411,84.670228,423,drop_anchor_dropout_nondeterminism_Igap0p064736_belowV5,/data/lby/projects/cv_project/GZSL_Warehouse/tries/v6/rgra/V6-TRY-008
V6-TRY-009,IDEA-206,ARRA,0,V6-TRY-008,rgra_anchor_dropout_and_near_silent_interaction,eval_mode_anchor_plus_role_and_active_relation_residual,c1f93bb9478fab3b210364cd9aa0a03e97e58be5,config/tries/v6_try_009_arra.yaml@sha256:58f631a37f984c72818c30fe76f6f9b19e79b325179237241202e1902330b5e3,one-stage anchored role residual plus patch attention and identity-centered compiled relation modulation,7,rejected_after_full_run,77.128023,83.584017,80.226347,88.462567,0,drop_Sgap0p895_Vgapminus0p171_Igap0p265,/data/lby/projects/cv_project/GZSL_Warehouse/tries/v6/arra/V6-TRY-009
V6-TRY-010,IDEA-208,CTPM,0,V6-TRY-009,semantic_branch_dominates_visual_and_interaction,return_to_top1_top2_36patch_continuous_margin,2733305966e9e34d338783976681a9eaa4271743,config/tries/v6_try_010_ctpm.yaml@sha256:b81339070614a49fa0833cb0c0899d97f0d564aa42741317c164bdc332d96f23,one-stage role-difference patch comparator with one continuous antisymmetric Top1Top2 correction,7,failed_module_gate,69.689388,68.954587,69.320040,85.399628,16356,drop_S55p952_V0p234_I0p394,/data/lby/projects/cv_project/GZSL_Warehouse/tries/v6/ctpm/V6-TRY-010
V6-TRY-010-R1,IDEA-210,BRPL,1,V6-TRY-010,semantic_dominates_and_VI_gaps_below_1,balanced_branch_isolated_pair_supervision_with_simultaneous_LR_groups,37294a0f30e66e9a81ba80dc0a7008f886433cb5,config/tries/v6_try_010_r1_brpl.yaml@sha256:ff6eabf4b4351027fa2aee44234864414b386ab8697e63f77cf5bee5c349abeb,fixed_CTPM_inference_plus_V_only_and_I_only_balanced_pair_losses,7,failed_module_gate,62.579083,64.678288,63.611372,80.039626,705,drop_Igap0p419_below1_FullParentPlus0p419,/data/lby/projects/cv_project/GZSL_Warehouse/tries/v6/ctpm/V6-TRY-010-R1-BRPL
V6-TRY-010-R2,IDEA-211,DIAL,2,V6-TRY-010,BRPL_Igap0p419_direction_not_bound_to_SV_residual,role_patch_alignment_plus_I_only_directional_residual_margin,6c52d7c63f4457476c286517dc7f0ce410dd3990,config/tries/v6_try_010_r2_dial.yaml@sha256:db6a815e07e1f92904926bbc413ce43199acd81210e708be9fcb2280551af836,fixed_Top2_36patch_inference_plus_I_alignment_features_and_directional_residual_loss,7,failed_module_gate,68.516111,68.593317,68.554693,85.291153,28059,drop_Igap0p092_below1_S55p025_V4p440,/data/lby/projects/cv_project/GZSL_Warehouse/tries/v6/ctpm/V6-TRY-010-R2-DIAL
